wellName,datasetName,DEPT,DT,GR_NORM,ILD,NPHI_HC,PHIE_D,PHIT_D,RHOB_HC,VSH_FINAL
,,ft,US/F,gAPI,ohm.m,frac,v/v,v/v,g/cm3,v/v
AD-3,AD-3,5268,115.9196,68.06158,1.2043,0.352002,0.2149171,0.2867879,2.1768,0.2506061
AD-3,AD-3,5268.5,115.364,67.73489,1.2153,0.3475098,0.2172458,0.2857576,2.1785,0.2397551
AD-3,AD-3,5269,115.3396,67.28603,1.2171,0.3430176,0.2309405,0.291394,2.1692,0.207463
AD-3,AD-3,5269.5,116.5749,67.38065,1.2189,0.3452637,0.2542837,0.3057576,2.1455,0.1683488
AD-3,AD-3,5270,117.4007,68.5724,1.2207,0.354248,0.2640349,0.3158788,2.1288,0.1641259
AD-3,AD-3,5270.5,118.5037,69.71482,1.2225,0.3587402,0.2595607,0.3158788,2.1288,0.1782904
AD-3,AD-3,5271,119.2168,70.19259,1.2243,0.3632324,0.2500277,0.3130909,2.1334,0.2014214
AD-3,AD-3,5271.5,118.972,70.92762,1.2261,0.3654785,0.2434694,0.3106667,2.1374,0.2163004
AD-3,AD-3,5272,118.5163,72.27421,1.2279,0.3699707,0.2354379,0.3086061,2.1408,0.2370924
AD-3,AD-3,5272.5,117.9118,74.16936,1.2297,0.3744629,0.2289606,0.3073939,2.1428,0.2551555
AD-3,AD-3,5273,117.5826,77.01406,1.2314,0.3722168,0.2345255,0.3093333,2.1396,0.2418356
AD-3,AD-3,5273.5,117.0776,80.15627,1.2119,0.3722168,0.2374028,0.3109697,2.1369,0.2365726
AD-3,AD-3,5274,117.4495,82.84075,1.2126,0.3722168,0.2359088,0.3101212,2.1383,0.2393014
AD-3,AD-3,5274.5,117.428,84.07745,1.2144,0.3722168,0.2274601,0.3052727,2.1463,0.2548954
AD-3,AD-3,5275,117.4,84.51733,1.2161,0.3699707,0.2211872,0.3003636,2.1544,0.2636019
AD-3,AD-3,5275.5,117.0631,82.85432,1.1962,0.3677246,0.2141871,0.2949697,2.1633,0.2738675
AD-3,AD-3,5276,116.544,79.90465,1.1986,0.3677246,0.212566,0.294,2.1649,0.2769862
AD-3,AD-3,5276.5,116.5005,76.38943,1.1928,0.3722168,0.2187519,0.3001818,2.1547,0.2712687
AD-3,AD-3,5277,116.952,73.93316,1.179,0.3789551,0.2342932,0.3129697,2.1336,0.251387
AD-3,AD-3,5277.5,117.7749,72.24324,1.1808,0.376709,0.2580087,0.3249091,2.1139,0.2059052
AD-3,AD-3,5278,119.2774,75.24272,1.183,0.3654785,0.2816887,0.3313333,2.1033,0.1498326
AD-3,AD-3,5278.5,120.0059,78.67922,1.1632,0.354248,0.2848521,0.3269091,2.1106,0.1286504
AD-3,AD-3,5279,119.3314,80.98513,1.1654,0.3587402,0.2619047,0.3171515,2.1267,0.1741971
AD-3,AD-3,5279.5,118.6984,78.75094,1.1595,0.3812012,0.2295408,0.3115152,2.136,0.2631472
AD-3,AD-3,5280,117.904,75.34334,1.1464,0.3924316,0.2112396,0.3072121,2.1431,0.3123981
AD-3,AD-3,5280.5,118.1461,72.52177,1.1486,0.3969238,0.2083002,0.3080606,2.1417,0.3238337
AD-3,AD-3,5281,118.6971,70.10253,1.1293,0.3946777,0.222514,0.3151515,2.13,0.2939458
AD-3,AD-3,5281.5,119.0671,69.34609,1.1306,0.3879395,0.2430173,0.3229697,2.1171,0.247554
AD-3,AD-3,5282,119.4101,69.85505,1.1323,0.3812012,0.2591895,0.3280606,2.1087,0.2099339
AD-3,AD-3,5282.5,119.38,71.57444,1.1339,0.376709,0.2674545,0.33,2.1055,0.1895318
AD-3,AD-3,5283,119.1882,73.63929,1.1354,0.3699707,0.2695542,0.3273939,2.1098,0.176667
AD-3,AD-3,5283.5,118.5078,75.60252,1.1169,0.3699707,0.2655887,0.3252727,2.1133,0.1834892
AD-3,AD-3,5284,118.6628,77.21659,1.1182,0.3834473,0.2471544,0.3227272,2.1175,0.2341693
AD-3,AD-3,5284.5,119.2515,78.86126,1.1198,0.3969238,0.2390235,0.3258788,2.1123,0.2665266
AD-3,AD-3,5285,119.24,80.10324,1.1215,0.4081543,0.2380762,0.3318788,2.1024,0.2826409
AD-3,AD-3,5285.5,119.2121,81.38961,1.1231,0.3969238,0.2613162,0.3381213,2.0921,0.2271525
AD-3,AD-3,5286,119.1225,82.40259,1.1248,0.3834473,0.283113,0.342,2.0857,0.1721842
AD-3,AD-3,5286.5,118.3035,82.8825,1.1287,0.3699707,0.2891095,0.3376364,2.0929,0.1437251
AD-3,AD-3,5287,117.6704,82.59648,1.1463,0.3587402,0.2886112,0.3312727,2.1034,0.1287806
AD-3,AD-3,5287.5,117.1924,81.99818,1.1507,0.3587402,0.2691125,0.3210303,2.1203,0.1617224
AD-3,AD-3,5288,116.762,81.40382,1.1606,0.3677246,0.2422388,0.3112122,2.1365,0.2216282
AD-3,AD-3,5288.5,116.1743,80.84206,1.1756,0.376709,0.2281459,0.3081818,2.1415,0.2597035
AD-3,AD-3,5289,115.8101,80.69897,1.1773,0.3789551,0.2301625,0.310606,2.1375,0.258989
AD-3,AD-3,5289.5,116.5724,81.76747,1.1878,0.3722168,0.235057,0.3096363,2.1391,0.2408611
AD-3,AD-3,5290,116.5445,83.41843,1.2027,0.3564941,0.2477895,0.3081818,2.1415,0.1959633
AD-3,AD-3,5290.5,116.9257,84.92551,1.2045,0.3587402,0.2433363,0.3069091,2.1436,0.2071389
AD-3,AD-3,5291,116.907,85.38187,1.2071,0.3789551,0.2270095,0.3087878,2.1405,0.2648367
